s,st,b,q,ba,qa,i,ts,an,qn,o,h,l,c,v,qv,y,as,pm,pn,cs,tags,pom,pomt,etf
CTXCUSDT,TRADING,CTXC,USDT,,,0.01,0.0001,Cortex,TetherUS,0.0825,0.0838,0.0795,0.0832,1236990.37,100891.472611,0,1236990.37,USDⓈ,USDⓈ,249938725,"[""pow"",""mining-zone""]",,,
CVCBTC,TRADING,CVC,BTC,,฿,1,1e-8,Civic,Bitcoin,0.00000464,0.00000708,0.00000445,0.00000633,68977272,382.89206904,0,68977272,BTC,BTC,342699966,[],,,
CVCETH,TRADING,CVC,ETH,,Ξ,1,1e-8,Civic,Ethereum,0.00014678,0.00023561,0.00014242,0.00020316,6683631,1186.47968127,0,6683631,ALTS,ALTS,342699966,[],,,
CVCUSDT,TRADING,CVC,USDT,,,0.1,0.00001,Civic,TetherUS,0.08922,0.13371,0.08321,0.12002,238571956.8,24615190.567607,0,238571956.8,USDⓈ,USDⓈ,342699966,[],,,
CVPBUSD,TRADING,CVP,BUSD,,,0.01,0.0001,PowerPool,BUSD,3.016,3.36,2.6228,3.1262,35078.8,105190.145079,0,35078.8,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
CVPETH,TRADING,CVP,ETH,,Ξ,0.01,0.000001,PowerPool,Ethereum,0.004865,0.005499,0.004436,0.005335,43013.53,217.29572581,0,43013.53,ALTS,ALTS,,"[""innovation-zone"",""defi""]",,,
DASHBNB,TRADING,DASH,BNB,,,0.001,0.001,Dash,BNB,3.552,3.611,3.351,3.461,438.46,1521.769138,0,438.46,BNB,BNB,9845890,"[""pow"",""pos"",""mining-zone""]",,,
DASHBTC,TRADING,DASH,BTC,,฿,0.001,0.000001,Dash,Bitcoin,0.005643,0.005758,0.005416,0.005535,27908.962,155.28115651,0,27908.962,BTC,BTC,9845890,"[""pow"",""pos"",""mining-zone""]",,,
DASHBUSD,TRADING,DASH,BUSD,,,0.00001,0.01,Dash,BUSD,109.09,109.56,100.49,104.94,2212.26,235007.4316248,0,2212.25881,USDⓈ,USDⓈ,9845890,"[""pow"",""pos"",""mining-zone""]",,,
DASHETH,TRADING,DASH,ETH,,Ξ,0.001,0.00001,Dash,Ethereum,0.17949,0.18402,0.17188,0.17799,937.39,166.40597148,0,937.39,ALTS,ALTS,9845890,"[""pow"",""pos"",""mining-zone""]",,,
DASHUSDT,TRADING,DASH,USDT,,,0.00001,0.01,Dash,TetherUS,108.95,109.55,100.51,105.03,196530.54,20721318.2880587,0,196530.53442,USDⓈ,USDⓈ,9845890,"[""pow"",""pos"",""mining-zone""]",,,
DATABTC,TRADING,DATA,BTC,,฿,1,1e-8,Streamr DATAcoin,Bitcoin,0.00000226,0.00000229,0.00000215,0.00000222,3730458,8.2677029,0,3730458,BTC,BTC,693329898,[],,,
DATABUSD,TRADING,DATA,BUSD,,,0.1,0.00001,Streamr DATAcoin,BUSD,0.04319,0.04496,0.04085,0.04222,204709.8,8837.756263,0,204709.8,USDⓈ,USDⓈ,693329898,[],,,
DATAETH,TRADING,DATA,ETH,,Ξ,1,1e-8,Streamr DATAcoin,Ethereum,0.00007172,0.00007316,0.00006792,0.00007123,443042,31.32908107,0,443042,ALTS,ALTS,693329898,[],,,
DATAUSDT,TRADING,DATA,USDT,,,0.1,0.00001,Streamr DATAcoin,TetherUS,0.04353,0.04392,0.04059,0.0418,3441581.2,144140.242139,0,3441581.2,USDⓈ,USDⓈ,693329898,[],,,
DCRBTC,TRADING,DCR,BTC,,฿,0.001,0.000001,Decred,Bitcoin,0.001298,0.001358,0.001278,0.001337,26047.549,34.05679619,0,26047.549,BTC,BTC,12316536,"[""pow"",""pos"",""mining-zone""]",,,
DCRUSDT,TRADING,DCR,USDT,,,0.001,0.001,Decred,TetherUS,25.007,25.561,23.351,25.191,7985.25,196866.790487,0,7985.25,USDⓈ,USDⓈ,12316536,"[""pow"",""pos"",""mining-zone""]",,,
DENTETH,TRADING,DENT,ETH,,Ξ,1,1e-8,DENT,Ethereum,3.7e-7,3.8e-7,3.5e-7,3.7e-7,732901319,265.73431848,0,732901319,ALTS,ALTS,86875941182,[],,,
DENTUSDT,TRADING,DENT,USDT,,,1,1e-7,DENT,TetherUS,0.0002255,0.0002272,0.0002075,0.0002161,985889857,210954.1476466,0,985889857,USDⓈ,USDⓈ,86875941182,[],,,
DGBBNB,TRADING,DGB,BNB,,,1,0.000001,DigiByte,BNB,0.00078,0.000786,0.00075,0.000775,2866689,2205.450296,0,2866689,BNB,BNB,10126279276,"[""pow"",""mining-zone""]",,,
DGBBUSD,TRADING,DGB,BUSD,,,0.1,0.00001,DigiByte,BUSD,0.02352,0.0241,0.02236,0.02375,508861,11860.812838,0,508861,USDⓈ,USDⓈ,10126279276,"[""pow"",""mining-zone""]",,,
DGBUSDT,TRADING,DGB,USDT,,,0.1,0.00001,DigiByte,TetherUS,0.02369,0.02411,0.0224,0.02335,24849591.4,579247.32708,0,24849591.4,USDⓈ,USDⓈ,10126279276,"[""pow"",""mining-zone""]",,,
DIABNB,TRADING,DIA,BNB,,,0.01,0.0001,DIA,BNB,0.0538,0.0543,0.0502,0.052,16893.5,878.564889,0,16893.5,BNB,BNB,,"[""defi"",""pos"",""mining-zone""]",,,
DIABTC,TRADING,DIA,BTC,,฿,0.01,1e-7,DIA,Bitcoin,0.000084,0.000085,0.0000806,0.000083,507356.98,42.00104425,0,507356.98,BTC,BTC,,"[""defi"",""pos"",""mining-zone""]",,,
DIABUSD,TRADING,DIA,BUSD,,,0.001,0.001,DIA,BUSD,1.645,1.655,1.5,1.565,68397.358,107329.371879,0,68397.358,USDⓈ,USDⓈ,,"[""defi"",""pos"",""mining-zone""]",,,
DIAUSDT,TRADING,DIA,USDT,,,0.001,0.001,DIA,TetherUS,1.618,1.628,1.499,1.564,1675324.174,2619189.567664,0,1675324.174,USDⓈ,USDⓈ,,"[""defi"",""pos"",""mining-zone""]",,,
DLTBTC,TRADING,DLT,BTC,,฿,1,1e-8,Agrello,Bitcoin,0.0000017,0.00000174,0.00000164,0.00000173,1565269,2.63541908,0,1565269,BTC,BTC,96106924,[],,,
DNTBTC,TRADING,DNT,BTC,,฿,1,1e-8,district0x,Bitcoin,0.00000261,0.00000325,0.00000257,0.00000296,31606964,91.65401722,0,31606964,BTC,BTC,600000000,[],,,
DNTBUSD,TRADING,DNT,BUSD,,,0.1,0.00001,district0x,BUSD,0.05032,0.06288,0.04912,0.05854,713228.3,38756.87258,0,713228.3,USDⓈ,USDⓈ,600000000,[],,,
DNTUSDT,TRADING,DNT,USDT,,,0.1,0.00001,district0x,TetherUS,0.05041,0.06115,0.04898,0.05609,21342054.3,1165806.477725,0,21342054.3,USDⓈ,USDⓈ,600000000,[],,,
DOCKBTC,TRADING,DOCK,BTC,,฿,1,1e-8,DOCK,Bitcoin,6.1e-7,6.6e-7,6.1e-7,6.4e-7,9127574,5.79437212,0,9127574,BTC,BTC,616475742,[],,,
DOCKUSDT,TRADING,DOCK,USDT,,,1,0.000001,DOCK,TetherUS,0.011872,0.012445,0.011476,0.012026,11173024,134470.555014,0,11173024,USDⓈ,USDⓈ,616475742,[],,,
DOGEBTC,TRADING,DOGE,BTC,,฿,1,1e-8,Dogecoin,Bitcoin,1.7e-7,1.9e-7,1.7e-7,1.7e-7,188895630,33.88318909,0,188895630,BTC,BTC,127334197755,"[""pow"",""mining-zone""]",,,
DOGEBUSD,TRADING,DOGE,BUSD,,,1,0.000001,Dogecoin,BUSD,0.003413,0.00344,0.003273,0.003335,14117313,47481.961935,0,14117313,USDⓈ,USDⓈ,127334197755,"[""pow"",""mining-zone""]",,,
DOGEUSDT,TRADING,DOGE,USDT,,,1,1e-7,Dogecoin,TetherUS,0.003408,0.0034423,0.0032642,0.0033364,626596022,2111337.7413553,0,626596022,USDⓈ,USDⓈ,127334197755,"[""pow"",""mining-zone""]",,,
DOTBIDR,TRADING,DOT,BIDR,,,0.001,1,Polkadot,BIDR,73371,75784,70686,75784,160,11413958.51,0,159.024,USDⓈ,USDⓈ,,"[""pos"",""mining-zone""]",,,
DOTBKRW,TRADING,DOT,BKRW,,,0.1,0.01,Polkadot,Binance KRW,5753.25,5891.76,5555.83,5891.76,1983,11275363.241,0,1983,USDⓈ,USDⓈ,,"[""pos"",""mining-zone""]",,,
DOTBNB,TRADING,DOT,BNB,,,0.1,0.00001,Polkadot,BNB,0.17131,0.17916,0.16825,0.17811,24015,4107.955513,0,24015,BNB,BNB,,"[""pos"",""mining-zone""]",,,
DOTBTC,TRADING,DOT,BTC,,฿,0.1,1e-8,Polkadot,Bitcoin,0.00027145,0.00028716,0.00026904,0.0002846,811141.4,222.70743755,0,811141.4,BTC,BTC,,"[""pos"",""mining-zone""]",,,
DOTBUSD,TRADING,DOT,BUSD,,,0.01,0.0001,Polkadot,BUSD,5.2605,5.4139,5.002,5.3981,205272.1,1062651.922641,0,205272.1,USDⓈ,USDⓈ,,"[""pos"",""mining-zone""]",,,
DOTEUR,TRADING,DOT,EUR,,,0.001,0.001,Polkadot,Euro,4.38,4.497,4.17,4.474,30380.028,131068.567902,0,30380.028,USDⓈ,USDⓈ,,"[""pos"",""mining-zone""]",,,
DOTUSDT,TRADING,DOT,USDT,,,0.01,0.0001,Polkadot,TetherUS,5.2409,5.415,4.9994,5.3801,6497518.43,33652149.604731,0,6497518.43,USDⓈ,USDⓈ,,"[""pos"",""mining-zone""]",,,
DREPBTC,TRADING,DREP,BTC,,฿,1,1e-8,DREP,Bitcoin,1.7e-7,1.7e-7,1.6e-7,1.7e-7,12248385,2.00782432,0,12248385,BTC,BTC,1786000000,"[""pos"",""mining-zone""]",,,
DREPUSDT,TRADING,DREP,USDT,,,1,0.000001,DREP,TetherUS,0.003194,0.003232,0.003,0.00321,9690062,30639.110587,0,9690062,USDⓈ,USDⓈ,1786000000,"[""pos"",""mining-zone""]",,,
DUSKBTC,TRADING,DUSK,BTC,,฿,1,1e-8,Dusk Network,Bitcoin,0.00000261,0.00000277,0.00000251,0.00000273,5337817,14.0610383,0,5337817,BTC,BTC,250000000,[],,,
DUSKUSDT,TRADING,DUSK,USDT,,,0.01,0.0001,Dusk Network,TetherUS,0.0501,0.053,0.047,0.0511,5240787.74,260333.986594,0,5240787.74,USDⓈ,USDⓈ,250000000,[],,,
EASYETH,TRADING,EASY,ETH,,Ξ,0.01,0.000001,EasyFi,Ethereum,0.011134,0.0112,0.0091,0.01005,122544.26,1232.51855324,0,122544.26,ALTS,ALTS,,"[""innovation-zone"",""defi"",""pos""]",,,
EGLDBNB,TRADING,EGLD,BNB,,,0.01,0.0001,Elrond eGold,BNB,0.3012,0.3671,0.2998,0.3558,22138.85,7310.193042,0,22138.85,BNB,BNB,,"[""pos"",""mining-zone""]",,,
EGLDBTC,TRADING,EGLD,BTC,,฿,0.001,0.000001,Elrond eGold,Bitcoin,0.000477,0.000585,0.000475,0.000569,354998.978,185.78064019,0,354998.978,BTC,BTC,,"[""pos"",""mining-zone""]",,,
EGLDBUSD,TRADING,EGLD,BUSD,,,0.001,0.001,Elrond eGold,BUSD,9.222,11.102,8.999,10.761,47529.68,477968.8224,0,47529.68,USDⓈ,USDⓈ,,"[""pos"",""mining-zone""]",,,
EGLDUSDT,TRADING,EGLD,USDT,,,0.001,0.001,Elrond eGold,TetherUS,9.21,11.09,8.97,10.768,974577.83,9678365.955753,0,974577.83,USDⓈ,USDⓈ,,"[""pos"",""mining-zone""]",,,
ELFBTC,TRADING,ELF,BTC,,฿,1,1e-8,aelf,Bitcoin,0.00000563,0.00000686,0.00000555,0.00000647,15780037,99.82660794,0,15780037,BTC,BTC,544480199,"[""pos"",""mining-zone""]",,,
ELFETH,TRADING,ELF,ETH,,Ξ,1,1e-8,aelf,Ethereum,0.00017949,0.00022036,0.00017607,0.00020806,6432626,1303.34566546,0,6432626,ALTS,ALTS,544480199,"[""pos"",""mining-zone""]",,,
ENJBNB,TRADING,ENJ,BNB,,,1,0.000001,Enjin Coin,BNB,0.004807,0.005033,0.004757,0.005018,3101969,15165.596377,0,3101969,BNB,BNB,756192535,[],,,
ENJBTC,TRADING,ENJ,BTC,,฿,1,1e-8,Enjin Coin,Bitcoin,0.00000763,0.00000805,0.00000755,0.00000803,10648986,83.60473593,0,10648986,BTC,BTC,756192535,[],,,
ENJBUSD,TRADING,ENJ,BUSD,,,0.1,0.00001,Enjin Coin,BUSD,0.14669,0.15257,0.1425,0.15185,396299.6,58983.575643,0,396299.6,USDⓈ,USDⓈ,756192535,[],,,
ENJETH,TRADING,ENJ,ETH,,Ξ,1,1e-8,Enjin Coin,Ethereum,0.00024345,0.00025835,0.0002414,0.00025787,2853172,713.39497027,0,2853172,ALTS,ALTS,756192535,[],,,
ENJUSDT,TRADING,ENJ,USDT,,,0.1,0.00001,Enjin Coin,TetherUS,0.14705,0.15282,0.14219,0.15206,16235794.9,2406459.892389,0,16235794.9,USDⓈ,USDⓈ,756192535,[],,,
EOSBNB,TRADING,EOS,BNB,,,0.01,0.0001,EOS,BNB,0.1015,0.1019,0.0992,0.0997,78223.07,7846.276422,0,78223.07,BNB,BNB,938247865,"[""pos"",""mining-zone""]",,,
EOSBTC,TRADING,EOS,BTC,,฿,0.01,1e-7,EOS,Bitcoin,0.0001612,0.0001629,0.000159,0.0001597,1822097.58,292.68767895,0,1822097.58,BTC,BTC,938247865,"[""pos"",""mining-zone""]",,,
EOSBUSD,TRADING,EOS,BUSD,,,0.01,0.0001,EOS,BUSD,3.1134,3.13,2.9613,3.0207,792064.07,2407005.341111,0,792064.07,USDⓈ,USDⓈ,938247865,"[""pos"",""mining-zone""]",,,
EOSTUSD,TRADING,EOS,TUSD,,,0.01,0.0001,EOS,TrueUSD,3.1176,3.1187,2.9599,3.0108,260001.52,784471.324434,0,260001.52,USDⓈ,USDⓈ,938247865,"[""pos"",""mining-zone""]",,,
EOSUSDC,TRADING,EOS,USDC,,,0.01,0.0001,EOS,USD Coin,3.1157,3.1244,2.9622,3.02,274014.99,833703.954206,0,274014.99,USDⓈ,USDⓈ,938247865,"[""pos"",""mining-zone""]",,,
EOSUSDT,TRADING,EOS,USDT,,,0.01,0.0001,EOS,TetherUS,3.1114,3.1278,2.959,3.0182,14884521.37,45233686.619253,0,14884521.37,USDⓈ,USDⓈ,938247865,"[""pos"",""mining-zone""]",,,
ETCBNB,TRADING,ETC,BNB,,,0.01,0.0001,Ethereum Classic,BNB,0.2103,0.2103,0.2028,0.2046,6504.74,1340.188979,0,6504.74,BNB,BNB,116313299,"[""pow"",""mining-zone""]",,,
ETCBUSD,TRADING,ETC,BUSD,,,0.01,0.0001,Ethereum Classic,BUSD,6.4309,6.4519,6.044,6.1996,76943.21,480085.913175,0,76943.21,USDⓈ,USDⓈ,116313299,"[""pow"",""mining-zone""]",,,
ETCETH,TRADING,ETC,ETH,,Ξ,0.01,0.000001,Ethereum Classic,Ethereum,0.010648,0.0107,0.010322,0.010527,14594.63,153.00590333,0,14594.63,ALTS,ALTS,116313299,"[""pow"",""mining-zone""]",,,
ETCUSDT,TRADING,ETC,USDT,,,0.01,0.0001,Ethereum Classic,TetherUS,6.4245,6.4461,6.0369,6.205,3607892.4,22493701.738235,0,3607892.4,USDⓈ,USDⓈ,116313299,"[""pow"",""mining-zone""]",,,
ETHAUD,TRADING,ETH,AUD,Ξ,,0.00001,0.01,Ethereum,Australia Dollar,827.14,829.22,785.78,800.36,656.84,529366.385188,0,656.83599,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHBIDR,TRADING,ETH,BIDR,Ξ,,0.00001,1,Ethereum,BIDR,8574546,8574546,8157351,8302406,59,495267736.12,0,58.9894,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHBKRW,TRADING,ETH,BKRW,Ξ,,0.00001,1,Ethereum,Binance KRW,663663,666323,637510,647925,295,191449398.12772,0,294.38569,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHBRL,TRADING,ETH,BRL,Ξ,,0.00001,0.01,Ethereum,Brazilian Real,3206.08,3225.52,3050,3090,256.41,805404.2459426,0,256.40212,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHBUSD,TRADING,ETH,BUSD,Ξ,,0.00001,0.01,Ethereum,BUSD,606.2,609.17,574.58,589.09,473819.11,280722969.9614516,0,473819.10611,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHDAI,TRADING,ETH,DAI,Ξ,,0.00001,0.01,Ethereum,Dai,600.4,605.94,573.11,584.51,1205.64,711162.062673,0,1205.63737,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHEUR,TRADING,ETH,EUR,Ξ,,0.00001,0.01,Ethereum,Euro,505.59,507.96,478.42,489.33,28473.8,14062261.1825227,0,28473.79443,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHGBP,TRADING,ETH,GBP,Ξ,,0.00001,0.01,Ethereum,Pound Sterling,455.33,457.95,431.68,443.6,4923.68,2187452.0273705,0,4923.67757,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHNGN,TRADING,ETH,NGN,Ξ,,0.00001,1,Ethereum,Nigerian Naira,298664,299945,280621,286627,471,136336793.08893,0,470.28228,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHPAX,TRADING,ETH,PAX,Ξ,,0.00001,0.01,Ethereum,Paxos Standard,606.88,608.59,576.73,588.92,6719.4,3981564.1070593,0,6719.3901,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHRUB,TRADING,ETH,RUB,Ξ,,0.00001,0.1,Ethereum,Russian Ruble,45489.7,45860.3,43528.9,44154.3,333.8,14927920.03439,0,333.70451,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHTRY,TRADING,ETH,TRY,Ξ,,0.00001,0.01,Ethereum,Turkish Lira,4737,4767.43,4552.9,4629.1,917.41,4279510.1105028,0,917.40897,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHTUSD,TRADING,ETH,TUSD,Ξ,,0.00001,0.01,Ethereum,TrueUSD,598.8,608.62,575.47,588.55,4004.32,2372508.8674889,0,4004.31556,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHUSDC,TRADING,ETH,USDC,Ξ,,0.00001,0.01,Ethereum,USD Coin,605.81,608.9,575.23,589.07,14673.36,8680084.8206435,0,14673.3572,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
ETHZAR,TRADING,ETH,ZAR,Ξ,,0.00001,0.1,Ethereum,South African Rand,9524.6,9524.6,9128,9279.7,192.1,1796733.415428,0,192.06335,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
EURBUSD,TRADING,EUR,BUSD,,,0.01,0.0001,Euro,BUSD,1.1995,1.2047,1.1987,1.2039,5288660.36,6354309.861662,0,5288660.36,USDⓈ,USDⓈ,,[],,,
EURUSDT,TRADING,EUR,USDT,,,0.01,0.0001,Euro,TetherUS,1.1983,1.205,1.1977,1.2036,18422152.38,22127579.454983,0,18422152.38,USDⓈ,USDⓈ,,[],,,
EVXBTC,TRADING,EVX,BTC,,฿,1,1e-8,Everex,Bitcoin,0.00001466,0.00001594,0.00001424,0.00001525,765492,11.43505151,0,765492,BTC,BTC,22700000,[],,,
FETBNB,TRADING,FET,BNB,,,1,0.000001,Fetch.AI,BNB,0.001653,0.00174,0.001612,0.001714,858448,1420.13789,0,858448,BNB,BNB,629361105,"[""pos""]",,,
FETBTC,TRADING,FET,BTC,,฿,1,1e-8,Fetch.AI,Bitcoin,0.00000262,0.00000279,0.00000257,0.00000273,16997501,45.30319449,0,16997501,BTC,BTC,629361105,"[""pos""]",,,
FETUSDT,TRADING,FET,USDT,,,0.1,0.00001,Fetch.AI,TetherUS,0.05043,0.05305,0.0481,0.05175,25371031,1277533.852415,0,25371031,USDⓈ,USDⓈ,629361105,"[""pos""]",,,
FILBNB,TRADING,FIL,BNB,,,0.1,0.00001,Filecoin,BNB,0.9983,1.03891,0.98862,1.00978,10180,10266.781919,0,10180,BNB,BNB,,"[""storage-zone""]",,,
FILBTC,TRADING,FIL,BTC,,฿,0.01,1e-7,Filecoin,Bitcoin,0.0015798,0.0016755,0.001577,0.0016131,104253.43,168.39134213,0,104253.43,BTC,BTC,,"[""storage-zone""]",,,
FILBUSD,TRADING,FIL,BUSD,,,0.01,0.0001,Filecoin,BUSD,30.61,31.3048,30.0765,30.4317,11776.25,359893.343599,0,11776.25,USDⓈ,USDⓈ,,"[""storage-zone""]",,,
FILUSDT,TRADING,FIL,USDT,,,0.01,0.0001,Filecoin,TetherUS,30.4978,31.2971,30.0331,30.4996,656458.05,20054443.856197,0,656458.05,USDⓈ,USDⓈ,,"[""storage-zone""]",,,
FIOBNB,TRADING,FIO,BNB,,,0.1,0.00001,FIO Protocol,BNB,0.00257,0.0026,0.0025,0.00257,580172.3,1476.377853,0,580172.3,BNB,BNB,,"[""pos"",""mining-zone""]",,,
FIOBTC,TRADING,FIO,BTC,,฿,1,1e-8,FIO Protocol,Bitcoin,0.00000408,0.00000415,0.00000399,0.00000413,3124859,12.72467548,0,3124859,BTC,BTC,,"[""pos"",""mining-zone""]",,,
FIOBUSD,TRADING,FIO,BUSD,,,0.01,0.0001,FIO Protocol,BUSD,0.0786,0.0786,0.0755,0.0776,869839.51,67017.105051,0,869839.51,USDⓈ,USDⓈ,,"[""pos"",""mining-zone""]",,,
FIOUSDT,TRADING,FIO,USDT,,,0.01,0.0001,FIO Protocol,TetherUS,0.0785,0.0787,0.0753,0.0779,3497793.7,269065.674491,0,3497793.7,USDⓈ,USDⓈ,,"[""pos"",""mining-zone""]",,,
FLMBNB,TRADING,FLM,BNB,,,0.1,0.00001,Flamingo,BNB,0.00616,0.0064,0.00596,0.00617,43083.1,265.883159,0,43083.1,BNB,BNB,,"[""defi"",""innovation-zone""]",,,
FLMBTC,TRADING,FLM,BTC,,฿,1,1e-8,Flamingo,Bitcoin,0.00000964,0.00001024,0.00000948,0.00000993,1258184,12.43062963,0,1258184,BTC,BTC,,"[""defi"",""innovation-zone""]",,,
FLMBUSD,TRADING,FLM,BUSD,,,0.01,0.0001,Flamingo,BUSD,0.1967,0.1967,0.1797,0.1865,19131.8,3590.935114,0,19131.8,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
FLMUSDT,TRADING,FLM,USDT,,,0.01,0.0001,Flamingo,TetherUS,0.1865,0.195,0.1768,0.1877,7663782.77,1436470.735151,0,7663782.77,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
FORBTC,TRADING,FOR,BTC,,฿,1,1e-8,The Force Protocol,Bitcoin,0.00000112,0.00000123,0.00000111,0.00000114,9837933,11.71303037,0,9837933,BTC,BTC,,"[""innovation-zone"",""defi""]",,,
FORBUSD,TRADING,FOR,BUSD,,,0.1,0.00001,The Force Protocol,BUSD,0.0216,0.023,0.02093,0.02154,46165658.1,995899.302005,0,46165658.1,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
FRONTBUSD,TRADING,FRONT,BUSD,,,0.01,0.0001,Frontier,BUSD,0.324,0.3336,0.2882,0.3051,578252.88,178821.938084,0,578252.88,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
FRONTETH,TRADING,FRONT,ETH,,Ξ,1,1e-7,Frontier,Ethereum,0.0005347,0.0005499,0.0005001,0.0005211,357401,186.890543,0,357401,ALTS,ALTS,,"[""innovation-zone"",""defi""]",,,
FTMBNB,TRADING,FTM,BNB,,,1,0.000001,Fantom,BNB,0.000703,0.000726,0.000673,0.000726,921800,635.296379,0,921800,BNB,BNB,1813658595,"[""pos"",""mining-zone""]",,,
FTMBTC,TRADING,FTM,BTC,,฿,1,1e-8,Fantom,Bitcoin,0.00000112,0.00000117,0.00000107,0.00000116,39686826,43.87550151,0,39686826,BTC,BTC,1813658595,"[""pos"",""mining-zone""]",,,
FTMUSDT,TRADING,FTM,USDT,,,0.1,0.00001,Fantom,TetherUS,0.02154,0.02216,0.02001,0.0219,100250540.1,2102446.881005,0,100250540.1,USDⓈ,USDⓈ,1813658595,"[""pos"",""mining-zone""]",,,
FTTBNB,TRADING,FTT,BNB,,,0.01,0.0001,FTX Token,BNB,0.1495,0.151,0.1466,0.1467,4083.83,606.818079,0,4083.83,BNB,BNB,95161158,[],,,
FTTBTC,TRADING,FTT,BTC,,฿,0.01,1e-7,FTX Token,Bitcoin,0.0002384,0.0002413,0.0002344,0.0002348,192207.41,45.77861746,0,192207.41,BTC,BTC,95161158,[],,,
FTTUSDT,TRADING,FTT,USDT,,,0.001,0.001,FTX Token,TetherUS,4.597,4.611,4.407,4.428,617263.974,2776956.832977,0,617263.974,USDⓈ,USDⓈ,95161158,[],,,
FUNBTC,TRADING,FUN,BTC,,฿,1,1e-8,FunFair,Bitcoin,2.1e-7,2.2e-7,2.1e-7,2.2e-7,6022756,1.29694118,0,6022756,BTC,BTC,6548879188,[],,,
FUNUSDT,TRADING,FUN,USDT,,,1,0.000001,FunFair,TetherUS,0.004117,0.00413,0.003914,0.004025,11185197,45223.099423,0,11185197,USDⓈ,USDⓈ,6548879188,[],,,
GBPBUSD,TRADING,GBP,BUSD,,,0.01,0.0001,Pound Sterling,BUSD,1.3301,1.3371,1.323,1.3284,2182224.1,2908200.130106,0,2182224.1,USDⓈ,USDⓈ,,[],,,
GBPUSDT,TRADING,GBP,USDT,,,0.01,0.0001,Pound Sterling,TetherUS,1.3285,1.3365,1.3225,1.3279,4269003.56,5682507.975963,0,4269003.56,USDⓈ,USDⓈ,,[],,,
GNTBTC,TRADING,GNT,BTC,,฿,1,1e-8,Golem,Bitcoin,0.00000617,0.00000647,0.0000061,0.00000637,2572559,16.18534899,0,2572559,BTC,BTC,843892080,[],,,
GNTETH,TRADING,GNT,ETH,,Ξ,1,1e-8,Golem,Ethereum,0.000196,0.00020568,0.00019514,0.00020251,962502,191.82659747,0,962502,ALTS,ALTS,843892080,[],,,
GOBTC,TRADING,GO,BTC,,฿,1,1e-8,GoChain,Bitcoin,4e-7,4.1e-7,3.9e-7,4e-7,9435688,3.73083093,0,9435688,BTC,BTC,1057540259,"[""pos"",""mining-zone""]",,,
GRSBTC,TRADING,GRS,BTC,,฿,1,1e-8,Groestlcoin,Bitcoin,0.00001174,0.00001266,0.00001151,0.0000124,899023,10.78282749,0,899023,BTC,BTC,76425458,"[""pow"",""mining-zone""]",,,
GTOBTC,TRADING,GTO,BTC,,฿,1,1e-8,Gifto,Bitcoin,3.7e-7,3.8e-7,3.5e-7,3.8e-7,15032218,5.51970283,0,15032218,BTC,BTC,770236879,"[""mining-zone""]",,,
GTOUSDT,TRADING,GTO,USDT,,,0.1,0.00001,Gifto,TetherUS,0.00697,0.00747,0.00666,0.007,24025819.6,167684.075708,0,24025819.6,USDⓈ,USDⓈ,770236879,"[""mining-zone""]",,,
GVTBTC,TRADING,GVT,BTC,,฿,0.01,1e-7,Genesis Vision,Bitcoin,0.000069,0.0000712,0.0000684,0.0000691,70601.79,4.92848432,0,70601.79,BTC,BTC,3726781,[],,,
GXSBTC,TRADING,GXS,BTC,,฿,1,1e-8,GXChain,Bitcoin,0.00002078,0.00002139,0.00002027,0.00002091,161782,3.35905158,0,161782,BTC,BTC,60000000,"[""pos""]",,,
GXSETH,TRADING,GXS,ETH,,Ξ,0.01,0.000001,GXChain,Ethereum,0.000665,0.000673,0.000653,0.000673,30941.23,20.50414358,0,30941.23,ALTS,ALTS,60000000,"[""pos""]",,,
