s,st,b,q,ba,qa,i,ts,an,qn,o,h,l,c,v,qv,y,as,pm,pn,cs,tags,pom,pomt,etf
REPETH,TRADING,REP,ETH,,Ξ,0.001,0.00001,Augur v2,Ethereum,0.02825,0.02887,0.0274,0.02784,6719.819,188.76418002,0,6719.819,ALTS,ALTS,11000000,"[""defi""]",,,
REPUSDT,TRADING,REP,USDT,,,0.001,0.001,Augur v2,TetherUS,16.968,17.2,15.699,16.401,34307.978,570514.63644,0,34307.978,USDⓈ,USDⓈ,11000000,"[""defi""]",,,
REQBTC,TRADING,REQ,BTC,,฿,1,1e-8,Request Network,Bitcoin,0.00000133,0.0000014,0.0000013,0.00000139,8032506,10.96317869,0,8032506,BTC,BTC,729657214,"[""defi""]",,,
RLCBTC,TRADING,RLC,BTC,,฿,1,1e-8,iExecRLC,Bitcoin,0.00005044,0.00005305,0.00004994,0.00005106,283221,14.59979166,0,283221,BTC,BTC,80070793,[],,,
RLCETH,TRADING,RLC,ETH,,Ξ,0.01,0.000001,iExecRLC,Ethereum,0.001619,0.001711,0.001608,0.001652,50899.56,85.52457536,0,50899.56,ALTS,ALTS,80070793,[],,,
RLCUSDT,TRADING,RLC,USDT,,,0.01,0.0001,iExecRLC,TetherUS,0.9682,1.0212,0.9555,0.9739,645431.07,636061.021044,0,645431.07,USDⓈ,USDⓈ,80070793,[],,,
ROSEBTC,TRADING,ROSE,BTC,,฿,1,1e-8,Oasis Network,Bitcoin,0.00000231,0.00000288,0.00000217,0.00000283,115458247,293.65407152,0,115458247,BTC,BTC,,[],,,
ROSEBUSD,TRADING,ROSE,BUSD,,,0.1,0.00001,Oasis Network,BUSD,0.04415,0.05466,0.04214,0.05405,16666326.7,807651.777125,0,16666326.7,USDⓈ,USDⓈ,,[],,,
ROSEUSDT,TRADING,ROSE,USDT,,,0.1,0.00001,Oasis Network,TetherUS,0.04415,0.05475,0.04203,0.0542,271286043.7,13077176.546338,0,271286043.7,USDⓈ,USDⓈ,,[],,,
RSRBNB,TRADING,RSR,BNB,,,1,0.000001,Reserve Rights,BNB,0.000643,0.000695,0.000638,0.000673,10433047,6878.116437,0,10433047,BNB,BNB,,"[""defi""]",,,
RSRBTC,TRADING,RSR,BTC,,฿,1,1e-8,Reserve Rights,Bitcoin,9.9e-7,0.00000107,9.6e-7,0.00000104,97589181,98.9558056,0,97589181,BTC,BTC,,"[""defi""]",,,
RSRUSDT,TRADING,RSR,USDT,,,0.1,0.00001,Reserve Rights,TetherUS,0.01881,0.0205,0.01856,0.01967,278690377.4,5430387.354308,0,278690377.4,USDⓈ,USDⓈ,,"[""defi""]",,,
RUNEBNB,TRADING,RUNE,BNB,,,0.1,0.00001,THORChain,BNB,0.03338,0.03443,0.03261,0.03293,361209,12107.614258,0,361209,BNB,BNB,,"[""defi""]",,,
RUNEBTC,TRADING,RUNE,BTC,,฿,1,1e-8,THORChain,Bitcoin,0.00005101,0.00005293,0.00005,0.00005041,819618,42.04361396,0,819618,BTC,BTC,,"[""defi""]",,,
RUNEBUSD,TRADING,RUNE,BUSD,,,0.01,0.0001,THORChain,BUSD,0.9852,1.017,0.9521,0.9579,103300.63,102281.397706,0,103300.63,USDⓈ,USDⓈ,,"[""defi""]",,,
RUNEUSDT,TRADING,RUNE,USDT,,,0.01,0.0001,THORChain,TetherUS,0.9743,1.0167,0.9481,0.96,2493887.75,2451645.946809,0,2493887.75,USDⓈ,USDⓈ,,"[""defi""]",,,
RVNBNB,TRADING,RVN,BNB,,,1,0.000001,Ravencoin,BNB,0.000493,0.000512,0.000483,0.000487,1444848,719.449035,0,1444848,BNB,BNB,7634150000,"[""pow"",""mining-zone""]",,,
RVNBTC,TRADING,RVN,BTC,,฿,1,1e-8,Ravencoin,Bitcoin,7.6e-7,7.9e-7,7.4e-7,7.5e-7,36322446,27.52463097,0,36322446,BTC,BTC,7634150000,"[""pow"",""mining-zone""]",,,
RVNBUSD,TRADING,RVN,BUSD,,,0.1,0.00001,Ravencoin,BUSD,0.01448,0.01503,0.01407,0.01428,1892340.2,27384.535416,0,1892340.2,USDⓈ,USDⓈ,7634150000,"[""pow"",""mining-zone""]",,,
RVNUSDT,TRADING,RVN,USDT,,,0.1,0.00001,Ravencoin,TetherUS,0.01451,0.01508,0.01396,0.01429,43981763.2,639179.87525,0,43981763.2,USDⓈ,USDⓈ,7634150000,"[""pow"",""mining-zone""]",,,
SANDBNB,TRADING,SAND,BNB,,,1,1e-7,The Sandbox,BNB,0.001479,0.0015996,0.0014541,0.0015657,1906365,2901.035345,0,1906365,BNB,BNB,,[],,,
SANDBTC,TRADING,SAND,BTC,,฿,1,1e-8,The Sandbox,Bitcoin,0.00000225,0.00000245,0.00000221,0.00000241,11346540,26.53825572,0,11346540,BTC,BTC,,[],,,
SANDBUSD,TRADING,SAND,BUSD,,,1,0.000001,The Sandbox,BUSD,0.043336,0.046908,0.042594,0.045648,435520,19601.469995,0,435520,USDⓈ,USDⓈ,,[],,,
SANDUSDT,TRADING,SAND,USDT,,,1,0.000001,The Sandbox,TetherUS,0.043072,0.047215,0.042536,0.045802,29013511,1300761.76891,0,29013511,USDⓈ,USDⓈ,,[],,,
SCBNB,TRADING,SC,BNB,,,1,1e-7,Siacoin,BNB,0.0001227,0.0001241,0.0001183,0.0001193,7190050,870.3918743,0,7190050,BNB,BNB,45135112992,"[""storage-zone"",""pow"",""mining-zone""]",,,
SCBTC,TRADING,SC,BTC,,฿,1,1e-8,Siacoin,Bitcoin,1.9e-7,1.9e-7,1.8e-7,1.9e-7,33889970,6.17700109,0,33889970,BTC,BTC,45135112992,"[""storage-zone"",""pow"",""mining-zone""]",,,
SCETH,TRADING,SC,ETH,,Ξ,1,1e-8,Siacoin,Ethereum,0.00000603,0.00000612,0.00000587,0.00000599,13617377,80.94990634,0,13617377,ALTS,ALTS,45135112992,"[""storage-zone"",""pow"",""mining-zone""]",,,
SCRTBTC,TRADING,SCRT,BTC,,฿,1,1e-8,Secret,Bitcoin,0.00002597,0.00003092,0.00002569,0.00002707,1755673,49.15928459,0,1755673,BTC,BTC,,"[""pos""]",,,
SCRTETH,TRADING,SCRT,ETH,,Ξ,0.01,0.000001,Secret,Ethereum,0.00084,0.000998,0.00083,0.000873,507620.64,459.45905953,0,507620.64,ALTS,ALTS,,"[""pos""]",,,
SCUSDT,TRADING,SC,USDT,,,1,0.000001,Siacoin,TetherUS,0.003585,0.003629,0.00345,0.003536,90346370,318651.039473,0,90346370,USDⓈ,USDⓈ,45135112992,"[""storage-zone"",""pow"",""mining-zone""]",,,
SKLBTC,TRADING,SKL,BTC,,฿,1,1e-8,SKALE Network,Bitcoin,0.00000574,0.00000717,0.00000572,0.00000641,43152277,279.02533773,0,43152277,BTC,BTC,,[],,,
SKLBUSD,TRADING,SKL,BUSD,,,0.1,0.00001,SKALE Network,BUSD,0.10901,0.13741,0.109,0.12265,6470565.7,809766.333779,0,6470565.7,USDⓈ,USDⓈ,,[],,,
SKLUSDT,TRADING,SKL,USDT,,,0.1,0.00001,SKALE Network,TetherUS,0.10996,0.13757,0.10996,0.1221,135251566.4,16794882.105534,0,135251566.4,USDⓈ,USDⓈ,,[],,,
SKYBTC,TRADING,SKY,BTC,,฿,1,1e-8,Skycoin,Bitcoin,0.00002428,0.00002429,0.00002288,0.000023,744424,17.67110439,0,744424,BTC,BTC,18000000,"[""pow"",""pos"",""mining-zone""]",,,
SLPETH,TRADING,SLP,ETH,,Ξ,1,1e-8,Small Love Potion,Ethereum,0.00004401,0.0000454,0.00004,0.00004455,3203330,134.50148097,0,3203330,ALTS,ALTS,,"[""innovation-zone""]",,,
SNTBTC,TRADING,SNT,BTC,,฿,1,1e-8,Status,Bitcoin,0.00000194,0.00000205,0.00000187,0.00000189,8524717,16.40469798,0,8524717,BTC,BTC,3470483788,[],,,
SNXBNB,TRADING,SNX,BNB,,,0.01,0.0001,Synthetix Network Token,BNB,0.1749,0.1809,0.1716,0.1746,24044.82,4221.483675,0,24044.82,BNB,BNB,,"[""defi""]",,,
SNXBTC,TRADING,SNX,BTC,,฿,0.01,1e-7,Synthetix Network Token,Bitcoin,0.0002673,0.0002791,0.0002618,0.0002693,282541.57,75.97908009,0,282541.57,BTC,BTC,,"[""defi""]",,,
SNXBUSD,TRADING,SNX,BUSD,,,0.001,0.001,Synthetix Network Token,BUSD,5.105,5.348,5.031,5.136,46503.796,240442.898887,0,46503.796,USDⓈ,USDⓈ,,"[""defi""]",,,
SNXUSDT,TRADING,SNX,USDT,,,0.001,0.001,Synthetix Network Token,TetherUS,5.115,5.345,5.025,5.144,895694.362,4628880.083249,0,895694.362,USDⓈ,USDⓈ,,"[""defi""]",,,
SOLBNB,TRADING,SOL,BNB,,,0.1,0.00001,Solana,BNB,0.06314,0.06442,0.06217,0.06223,30592,1930.400547,0,30592,BNB,BNB,,"[""pow"",""mining-zone""]",,,
SOLBTC,TRADING,SOL,BTC,,฿,1,1e-8,Solana,Bitcoin,0.00009661,0.00009875,0.00009486,0.00009569,326220,31.50582235,0,326220,BTC,BTC,,"[""pow"",""mining-zone""]",,,
SOLBUSD,TRADING,SOL,BUSD,,,0.01,0.0001,Solana,BUSD,1.8512,1.8982,1.811,1.8284,72729.69,134835.897481,0,72729.69,USDⓈ,USDⓈ,,"[""pow"",""mining-zone""]",,,
SOLUSDT,TRADING,SOL,USDT,,,0.01,0.0001,Solana,TetherUS,1.8489,1.899,1.8088,1.8234,1063697.61,1969593.421742,0,1063697.61,USDⓈ,USDⓈ,,"[""pow"",""mining-zone""]",,,
SPARTABNB,TRADING,SPARTA,BNB,,,1,0.000001,Spartan Protocol,BNB,0.001535,0.00163,0.001401,0.001436,1596840,2379.559425,0,1596840,BNB,BNB,,"[""innovation-zone"",""defi""]",,,
SRMBIDR,TRADING,SRM,BIDR,,,0.001,1,Serum,BIDR,16100,16800,15969,16589,41,677941.72,0,40.966,USDⓈ,USDⓈ,,"[""defi""]",,,
SRMBNB,TRADING,SRM,BNB,,,1,0.000001,Serum,BNB,0.039288,0.040769,0.038299,0.040398,49546,1965.851087,0,49546,BNB,BNB,,"[""defi""]",,,
SRMBTC,TRADING,SRM,BTC,,฿,1,1e-8,Serum,Bitcoin,0.00006011,0.0000625,0.0000583,0.000062,392463,23.80808642,0,392463,BTC,BTC,,"[""defi""]",,,
SRMBUSD,TRADING,SRM,BUSD,,,0.01,0.0001,Serum,BUSD,1.1454,1.1978,1.1222,1.1832,89517.75,104226.003285,0,89517.75,USDⓈ,USDⓈ,,"[""defi""]",,,
SRMUSDT,TRADING,SRM,USDT,,,0.01,0.0001,Serum,TetherUS,1.1507,1.1987,1.1209,1.1828,2270222.23,2639305.801457,0,2270222.23,USDⓈ,USDⓈ,,"[""defi""]",,,
STEEMBNB,TRADING,STEEM,BNB,,,0.1,0.00001,Steem,BNB,0.00623,0.00628,0.00607,0.00615,100641,621.319082,0,100641,BNB,BNB,387932652,"[""pos"",""mining-zone""]",,,
STEEMBTC,TRADING,STEEM,BTC,,฿,1,1e-8,Steem,Bitcoin,0.00000952,0.00000956,0.00000929,0.00000946,976506,9.19489768,0,976506,BTC,BTC,387932652,"[""pos"",""mining-zone""]",,,
STEEMETH,TRADING,STEEM,ETH,,Ξ,0.01,0.000001,Steem,Ethereum,0.000306,0.000309,0.0003,0.000305,412585.09,125.64703807,0,412585.09,ALTS,ALTS,387932652,"[""pos"",""mining-zone""]",,,
STMXBNB,TRADING,STMX,BNB,,,1,1e-7,StormX,BNB,0.0000856,0.0000923,0.0000852,0.0000877,2084440,185.8059156,0,2084440,BNB,BNB,,[],,,
STMXBTC,TRADING,STMX,BTC,,฿,1,1e-8,StormX,Bitcoin,1.4e-7,1.4e-7,1.3e-7,1.4e-7,17647233,2.45461483,0,17647233,BTC,BTC,,[],,,
STMXETH,TRADING,STMX,ETH,,Ξ,1,1e-8,StormX,Ethereum,0.00000422,0.00000453,0.0000042,0.00000439,38067960,166.03658821,0,38067960,ALTS,ALTS,,[],,,
STMXUSDT,TRADING,STMX,USDT,,,1,0.000001,StormX,TetherUS,0.002515,0.002724,0.002498,0.002592,96720585,252857.904278,0,96720585,USDⓈ,USDⓈ,,[],,,
STORJBTC,TRADING,STORJ,BTC,,฿,1,1e-8,Storj,Bitcoin,0.0000185,0.00001853,0.00001817,0.00001828,376358,6.91149762,0,376358,BTC,BTC,200251625,"[""storage-zone""]",,,
STORJBUSD,TRADING,STORJ,BUSD,,,0.01,0.0001,Storj,BUSD,0.3542,0.3573,0.3446,0.3481,30869.24,10847.174425,0,30869.24,USDⓈ,USDⓈ,200251625,"[""storage-zone""]",,,
STORJETH,TRADING,STORJ,ETH,,Ξ,1,1e-7,Storj,Ethereum,0.0005948,0.0005975,0.0005883,0.0005938,22144,13.0947015,0,22144,ALTS,ALTS,200251625,"[""storage-zone""]",,,
STORJUSDT,TRADING,STORJ,USDT,,,0.01,0.0001,Storj,TetherUS,0.3536,0.3589,0.3444,0.3486,969138.07,341398.066172,0,969138.07,USDⓈ,USDⓈ,200251625,"[""storage-zone""]",,,
STPTBTC,TRADING,STPT,BTC,,฿,1,1e-8,Standard Tokenization Protocol,Bitcoin,8.6e-7,8.9e-7,8.4e-7,8.8e-7,17390649,15.0065258,0,17390649,BTC,BTC,687660639,[],,,
STPTUSDT,TRADING,STPT,USDT,,,0.1,0.00001,Standard Tokenization Protocol,TetherUS,0.01653,0.01709,0.01631,0.01692,18194130.5,303430.289054,0,18194130.5,USDⓈ,USDⓈ,687660639,[],,,
STRAXBTC,TRADING,STRAX,BTC,,฿,0.1,1e-8,Stratis,Bitcoin,0.00002792,0.00003539,0.00002736,0.00003308,3065018.8,101.87653225,0,3065018.8,BTC,BTC,,[],,,
STRAXBUSD,TRADING,STRAX,BUSD,,,0.01,0.0001,Stratis,BUSD,0.537,0.6768,0.5211,0.6335,590291.04,374125.359426,0,590291.04,USDⓈ,USDⓈ,,[],,,
STRAXETH,TRADING,STRAX,ETH,,Ξ,0.01,0.000001,Stratis,Ethereum,0.000899,0.001144,0.00088,0.001068,184716.12,196.14886264,0,184716.12,ALTS,ALTS,,[],,,
STRAXUSDT,TRADING,STRAX,USDT,,,0.01,0.0001,Stratis,TetherUS,0.5363,0.68,0.5268,0.6309,3793297.98,2418076.654243,0,3793297.98,USDⓈ,USDⓈ,,[],,,
STXBNB,TRADING,STX,BNB,,,0.1,0.00001,Blockstack,BNB,0.00824,0.00929,0.00811,0.00895,1010154.9,8692.634523,0,1010154.9,BNB,BNB,385937152,"[""pow"",""mining-zone"",""storage-zone""]",,,
STXBTC,TRADING,STX,BTC,,฿,1,1e-8,Blockstack,Bitcoin,0.00001284,0.00001424,0.00001239,0.00001382,8512217,113.40397107,0,8512217,BTC,BTC,385937152,"[""pow"",""mining-zone"",""storage-zone""]",,,
STXUSDT,TRADING,STX,USDT,,,0.01,0.0001,Blockstack,TetherUS,0.2462,0.2723,0.237,0.2634,13402116.62,3425804.738647,0,13402116.62,USDⓈ,USDⓈ,385937152,"[""pow"",""mining-zone"",""storage-zone""]",,,
SUNBTC,TRADING,SUN,BTC,,฿,0.001,0.000001,SUN,Bitcoin,0.000566,0.000567,0.000528,0.000528,22581.276,12.27348581,0,22581.276,BTC,BTC,,"[""innovation-zone"",""defi""]",,,
SUNUSDT,TRADING,SUN,USDT,,,0.001,0.001,SUN,TetherUS,10.855,10.951,10.019,10.049,71238.13,741867.301177,0,71238.13,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
SUSDBTC,TRADING,SUSD,BTC,,฿,1,1e-8,sUSD,Bitcoin,0.00005225,0.00005949,0.00005122,0.00005279,131336,6.97837927,0,131336,BTC,BTC,,"[""innovation-zone""]",,,
SUSDETH,TRADING,SUSD,ETH,,Ξ,1,1e-7,sUSD,Ethereum,0.001687,0.001852,0.001647,0.0017357,21445.31,36.32349832,0,21445.31,ALTS,ALTS,,"[""innovation-zone""]",,,
SUSDUSDT,TRADING,SUSD,USDT,,,0.01,0.0001,sUSD,TetherUS,1,1.1053,0.9955,1.0103,193568.8,196295.319352,0,193568.8,USDⓈ,USDⓈ,,"[""innovation-zone""]",,,
SUSHIBNB,TRADING,SUSHI,BNB,,,0.01,0.0001,Sushi,BNB,0.073,0.0851,0.0718,0.0834,165126.24,13288.99237,0,165126.24,BNB,BNB,,"[""defi"",""innovation-zone""]",,,
SUSHIBTC,TRADING,SUSHI,BTC,,฿,0.01,1e-7,Sushi,Bitcoin,0.0001114,0.0001304,0.0001092,0.0001284,4796337.78,588.31291391,0,4796337.78,BTC,BTC,,"[""defi"",""innovation-zone""]",,,
SUSHIBUSD,TRADING,SUSHI,BUSD,,,0.001,0.001,Sushi,BUSD,2.129,2.499,2.105,2.445,1283291.848,3003387.452893,0,1283291.848,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
SUSHIUSDT,TRADING,SUSHI,USDT,,,0.001,0.001,Sushi,TetherUS,2.132,2.496,2.103,2.451,17456661.927,40965373.255816,0,17456661.927,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
SWRVBNB,TRADING,SWRV,BNB,,,0.01,0.0001,Swerve,BNB,0.0291,0.0305,0.0265,0.0268,96869.8,2725.264892,0,96869.8,BNB,BNB,,"[""innovation-zone"",""defi""]",,,
SWRVBUSD,TRADING,SWRV,BUSD,,,0.001,0.001,Swerve,BUSD,0.854,0.869,0.78,0.786,96457.607,79510.423121,0,96457.607,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
SXPAUD,TRADING,SXP,AUD,,,0.001,0.001,Swipe,Australia Dollar,1.221,1.251,1.211,1.229,4354.625,5349.257918,0,4354.625,USDⓈ,USDⓈ,74966934,[],,,
SXPBIDR,TRADING,SXP,BIDR,,,0.01,1,Swipe,BIDR,12592,12934,12592,12830,543,6922415.73,0,542.81,USDⓈ,USDⓈ,74966934,[],,,
SXPBNB,TRADING,SXP,BNB,,,0.1,0.00001,Swipe,BNB,0.03071,0.03143,0.03033,0.03087,151129.1,4664.714124,0,151129.1,BNB,BNB,74966934,[],,,
SXPBTC,TRADING,SXP,BTC,,฿,1,1e-8,Swipe,Bitcoin,0.00004706,0.00004826,0.00004628,0.00004748,1318063,62.25353174,0,1318063,BTC,BTC,74966934,[],,,
SXPBUSD,TRADING,SXP,BUSD,,,0.01,0.0001,Swipe,BUSD,0.9016,0.9274,0.8885,0.906,626837.28,569191.873148,0,626837.28,USDⓈ,USDⓈ,74966934,[],,,
SXPEUR,TRADING,SXP,EUR,,,0.001,0.001,Swipe,Euro,0.748,0.767,0.734,0.753,84433.346,63296.138026,0,84433.346,USDⓈ,USDⓈ,74966934,[],,,
SXPGBP,TRADING,SXP,GBP,,,0.01,0.0001,Swipe,Pound Sterling,0.6792,0.6967,0.6663,0.6807,13945.63,9499.335967,0,13945.63,USDⓈ,USDⓈ,74966934,[],,,
SXPTRY,TRADING,SXP,TRY,,,0.01,0.01,Swipe,Turkish Lira,7.02,7.26,6.96,7.09,33090.57,234634.5911,0,33090.57,USDⓈ,USDⓈ,74966934,[],,,
SXPUSDT,TRADING,SXP,USDT,,,0.001,0.001,Swipe,TetherUS,0.899,0.928,0.888,0.906,9255510.406,8382388.390666,0,9255510.406,USDⓈ,USDⓈ,74966934,[],,,
SYSBTC,TRADING,SYS,BTC,,฿,1,1e-8,Syscoin,Bitcoin,0.00000359,0.00000372,0.00000352,0.00000367,11351082,41.30735526,0,11351082,BTC,BTC,601793774,"[""pow"",""pos"",""mining-zone""]",,,
SYSBUSD,TRADING,SYS,BUSD,,,0.1,0.00001,Syscoin,BUSD,0.06866,0.0735,0.068,0.07008,1170667.8,82078.485206,0,1170667.8,USDⓈ,USDⓈ,601793774,"[""pow"",""pos"",""mining-zone""]",,,
TCTBTC,TRADING,TCT,BTC,,฿,1,1e-8,TokenClub Token,Bitcoin,4e-7,4.1e-7,3.8e-7,3.9e-7,30237184,12.00341667,0,30237184,BTC,BTC,692992169,[],,,
TCTUSDT,TRADING,TCT,USDT,,,1,0.000001,TokenClub Token,TetherUS,0.007597,0.007798,0.007333,0.007547,109932888,842478.947987,0,109932888,USDⓈ,USDⓈ,692992169,[],,,
TFUELBTC,TRADING,TFUEL,BTC,,฿,1,1e-8,Theta Fuel,Bitcoin,6.4e-7,7e-7,6e-7,6.7e-7,140245263,92.52236166,0,140245263,BTC,BTC,5000000000,[],,,
TFUELUSDT,TRADING,TFUEL,USDT,,,1,0.000001,Theta Fuel,TetherUS,0.012061,0.013482,0.0117,0.012962,221746238,2790179.70509,0,221746238,USDⓈ,USDⓈ,5000000000,[],,,
THETABNB,TRADING,THETA,BNB,,,1,0.000001,Theta Token,BNB,0.023546,0.023809,0.02292,0.023147,91396,2132.302988,0,91396,BNB,BNB,1000000000,"[""pos"",""mining-zone""]",,,
THETABTC,TRADING,THETA,BTC,,฿,1,1e-8,Theta Token,Bitcoin,0.00003613,0.00003647,0.0000347,0.00003555,3480740,123.83436519,0,3480740,BTC,BTC,1000000000,"[""pos"",""mining-zone""]",,,
THETAETH,TRADING,THETA,ETH,,Ξ,1,1e-8,Theta Token,Ethereum,0.00116069,0.00117704,0.0011242,0.00115652,211726,242.68823093,0,211726,ALTS,ALTS,1000000000,"[""pos"",""mining-zone""]",,,
THETAUSDT,TRADING,THETA,USDT,,,0.1,0.00001,Theta Token,TetherUS,0.69102,0.70228,0.66602,0.67836,8671662.8,5918876.011394,0,8671662.8,USDⓈ,USDⓈ,1000000000,"[""pos"",""mining-zone""]",,,
TNBBTC,TRADING,TNB,BTC,,฿,1,1e-8,Time New Bank,Bitcoin,1.1e-7,1.2e-7,1e-7,1.1e-7,26952622,2.91834242,0,26952622,BTC,BTC,3634727418,[],,,
TOMOBNB,TRADING,TOMO,BNB,,,0.1,0.00001,TomoChain,BNB,0.02444,0.02556,0.02423,0.02542,18131.3,449.054283,0,18131.3,BNB,BNB,76240750,"[""pos"",""mining-zone""]",,,
TOMOBTC,TRADING,TOMO,BTC,,฿,1,1e-8,TomoChain,Bitcoin,0.00003764,0.00003928,0.00003704,0.00003901,887626,33.74473344,0,887626,BTC,BTC,76240750,"[""pos"",""mining-zone""]",,,
TOMOBUSD,TRADING,TOMO,BUSD,,,0.01,0.0001,TomoChain,BUSD,0.7194,0.7527,0.7127,0.7459,22834.27,16765.608361,0,22834.27,USDⓈ,USDⓈ,76240750,"[""pos"",""mining-zone""]",,,
TOMOUSDT,TRADING,TOMO,USDT,,,0.01,0.0001,TomoChain,TetherUS,0.7186,0.7529,0.7101,0.7453,2052807.07,1498095.152982,0,2052807.07,USDⓈ,USDⓈ,76240750,"[""pos"",""mining-zone""]",,,
TRBBNB,TRADING,TRB,BNB,,,0.001,0.001,Tellor,BNB,0.878,0.913,0.862,0.873,1067.319,952.203868,0,1067.319,BNB,BNB,,"[""pow"",""defi"",""pos"",""mining-zone""]",,,
TRBBTC,TRADING,TRB,BTC,,฿,0.001,0.000001,Tellor,Bitcoin,0.001332,0.001404,0.001317,0.00134,28335.17,38.32673067,0,28335.17,BTC,BTC,,"[""pow"",""defi"",""pos"",""mining-zone""]",,,
TRBBUSD,TRADING,TRB,BUSD,,,0.001,0.001,Tellor,BUSD,25.545,29,25.142,25.832,1628.381,42971.84636,0,1628.381,USDⓈ,USDⓈ,,"[""pow"",""defi"",""pos"",""mining-zone""]",,,
TRBUSDT,TRADING,TRB,USDT,,,0.001,0.001,Tellor,TetherUS,25.507,27,25.133,25.617,132022.443,3426255.384333,0,132022.443,USDⓈ,USDⓈ,,"[""pow"",""defi"",""pos"",""mining-zone""]",,,
TROYBNB,TRADING,TROY,BNB,,,1,1e-7,Troy,BNB,0.0000986,0.0000996,0.0000961,0.0000987,52558985,5196.1410728,0,52558985,BNB,BNB,1290000000,[],,,
TROYBTC,TRADING,TROY,BTC,,฿,1,1e-8,Troy,Bitcoin,1.5e-7,1.6e-7,1.4e-7,1.6e-7,188870678,28.33664817,0,188870678,BTC,BTC,1290000000,[],,,
TROYUSDT,TRADING,TROY,USDT,,,1,1e-7,Troy,TetherUS,0.0028893,0.0029361,0.0028,0.002896,98777407,284214.076449,0,98777407,USDⓈ,USDⓈ,1290000000,[],,,
TRXBNB,TRADING,TRX,BNB,,,1,1e-7,TRON,BNB,0.0010494,0.0010519,0.0010272,0.0010302,9638577,9997.5836332,0,9638577,BNB,BNB,71659657369,"[""pos"",""mining-zone""]",,,
TRXBTC,TRADING,TRX,BTC,,฿,1,1e-8,TRON,Bitcoin,0.0000016,0.00000161,0.00000157,0.00000159,81162260,128.9350207,0,81162260,BTC,BTC,71659657369,"[""pos"",""mining-zone""]",,,
TRXBUSD,TRADING,TRX,BUSD,,,0.1,0.00001,TRON,BUSD,0.03075,0.03101,0.02992,0.0302,8018463.2,244803.945376,0,8018463.2,USDⓈ,USDⓈ,71659657369,"[""pos"",""mining-zone""]",,,
TRXETH,TRADING,TRX,ETH,,Ξ,1,1e-8,TRON,Ethereum,0.00005163,0.00005179,0.00005105,0.00005127,53814833,2763.01808676,0,53814833,ALTS,ALTS,71659657369,"[""pos"",""mining-zone""]",,,
TRXNGN,TRADING,TRX,NGN,,,0.01,0.01,TRON,Nigerian Naira,14.71,14.87,14.48,14.65,1728869.26,25355588.0274,0,1728869.26,USDⓈ,USDⓈ,71659657369,"[""pos"",""mining-zone""]",,,
TRXPAX,TRADING,TRX,PAX,,,0.1,0.00001,TRON,Paxos Standard,0.03073,0.03101,0.02989,0.03021,1580953.1,48275.7337,0,1580953.1,USDⓈ,USDⓈ,71659657369,"[""pos"",""mining-zone""]",,,
TRXTUSD,TRADING,TRX,TUSD,,,0.1,0.00001,TRON,TrueUSD,0.03075,0.03102,0.02996,0.03024,2730088,83455.645568,0,2730088,USDⓈ,USDⓈ,71659657369,"[""pos"",""mining-zone""]",,,
TRXUSDC,TRADING,TRX,USDC,,,0.1,0.00001,TRON,USD Coin,0.03081,0.03101,0.02991,0.03025,14724215.7,449702.729645,0,14724215.7,USDⓈ,USDⓈ,71659657369,"[""pos"",""mining-zone""]",,,
TRXUSDT,TRADING,TRX,USDT,,,0.1,0.00001,TRON,TetherUS,0.03071,0.031,0.02989,0.0302,554492886.2,16913586.32194,0,554492886.2,USDⓈ,USDⓈ,71659657369,"[""pos"",""mining-zone""]",,,
TRXXRP,TRADING,TRX,XRP,,,0.1,0.00001,TRON,Ripple,0.0497,0.05064,0.04934,0.05001,8933771.5,446375.23288,0,8933771.5,ALTS,ALTS,71659657369,"[""pos"",""mining-zone""]",,,
TUSDUSDT,TRADING,TUSD,USDT,,,0.01,0.0001,TrueUSD,TetherUS,0.9996,1.0002,0.9994,0.9997,4079689.64,4078793.296808,0,4079689.64,USDⓈ,USDⓈ,322141716,[],,,
UMABTC,TRADING,UMA,BTC,,฿,0.001,0.000001,UMA,Bitcoin,0.000411,0.000427,0.000405,0.000406,7949.793,3.27633733,0,7949.793,BTC,BTC,,"[""defi""]",,,
UMAUSDT,TRADING,UMA,USDT,,,0.001,0.001,UMA,TetherUS,7.9,7.984,7.737,7.798,21946.46,172916.535221,0,21946.46,USDⓈ,USDⓈ,,"[""defi""]",,,
UNFIBNB,TRADING,UNFI,BNB,,,0.1,0.00001,Unifi Protocol DAO,BNB,0.24136,0.33483,0.23533,0.3245,152148.1,44583.919437,0,152148.1,BNB,BNB,,"[""defi"",""innovation-zone""]",,,
UNFIBTC,TRADING,UNFI,BTC,,฿,0.1,1e-8,Unifi Protocol DAO,Bitcoin,0.000368,0.00051437,0.00035772,0.00049993,1604460.5,724.82215985,0,1604460.5,BTC,BTC,,"[""defi"",""innovation-zone""]",,,
